time(YYYY-MM-DD-HH);1-hour mean wind speed at 90m(m/s);Significant wave height(m);Zero-up-crossing period(s)
2014-01-24-21;14.0395;1.7240;4.2553
2014-01-24-22;13.5986;1.6783;4.2452
2014-01-24-23;13.9181;1.6464;4.1823
2014-01-25-00;14.1838;1.6322;4.1167
2014-01-25-01;13.5913;1.5934;4.0759
2014-01-25-02;13.3450;1.5384;4.0318
2014-01-25-03;13.4493;1.4939;3.9559
2014-01-25-04;13.4199;1.4577;3.8906
2014-01-25-05;13.6898;1.4372;3.8287
2014-01-25-06;14.1400;1.4448;3.7848
2014-01-25-07;14.4780;1.4740;3.7828
2014-01-25-08;14.7386;1.5120;3.8088
2014-01-25-09;14.8728;1.5448;3.8440
2014-01-25-10;15.0901;1.5704;3.8673
2014-01-25-11;15.7810;1.6173;3.8645
2014-01-25-12;15.8570;1.6555;3.8954
2014-01-25-13;15.6567;1.6646;3.9352
2014-01-25-14;15.7630;1.6691;3.9415
2014-01-25-15;15.4892;1.6814;3.9864
2014-01-25-16;15.5762;1.7218;4.0464
2014-01-25-17;16.4063;1.8346;4.1415
2014-01-25-18;16.8671;1.9672;4.2673
2014-01-25-19;16.5203;2.0414;4.3982
2014-01-25-20;15.4114;2.0120;4.5029
2014-01-25-21;14.4938;1.9260;4.5285
2014-01-25-22;13.8022;1.8320;4.4927
2014-01-25-23;13.1148;1.7429;4.4448
2014-01-26-00;12.7184;1.6693;4.3889
2014-01-26-01;12.3075;1.6060;4.3368
2014-01-26-02;12.4300;1.5788;4.2824
2014-01-26-03;13.5783;1.6420;4.2443
2014-01-26-04;14.3840;1.7637;4.2980
2014-01-26-05;14.2687;1.8264;4.3818
2014-01-26-06;13.7104;1.8110;4.4270
2014-01-26-07;13.0720;1.7624;4.4262
2014-01-26-08;13.4201;1.7422;4.3700
2014-01-26-09;14.2239;1.7735;4.2826
2014-01-26-10;15.0815;1.8470;4.2476
2014-01-26-11;15.9214;1.9390;4.2987
2014-01-26-12;16.5997;2.0287;4.3398
2014-01-26-13;17.0134;2.0912;4.3737
2014-01-26-14;17.0056;2.1104;4.3939
2014-01-26-15;17.0433;2.1181;4.4020
2014-01-26-16;17.2900;2.1400;4.4054
2014-01-26-17;17.0906;2.1520;4.4403
2014-01-26-18;17.7340;2.1953;4.4752
2014-01-26-19;18.1884;2.2656;4.5033
2014-01-26-20;18.2657;2.3126;4.5458
2014-01-26-21;19.2518;2.3951;4.5454
2014-01-26-22;19.6264;2.4883;4.6016
2014-01-26-23;19.4189;2.5462;4.7033
2014-01-27-00;18.5774;2.5204;4.7485
2014-01-27-01;16.6351;2.3875;4.8168
2014-01-27-02;13.6526;2.1522;4.8819
2014-01-27-03;9.4375;1.8739;5.0371
2014-01-27-04;8.9384;1.6272;5.2112
2014-01-27-05;12.8076;1.4488;5.0313
2014-01-27-06;14.9062;1.3748;4.4028
2014-01-27-07;14.8697;1.5732;3.9124
2014-01-27-08;13.9808;1.7915;4.3749
2014-01-27-09;13.6821;1.9332;4.7182
2014-01-27-10;13.4387;2.0112;4.8974
2014-01-27-11;13.3590;2.0165;4.9469
2014-01-27-12;13.6934;1.9838;4.8429
2014-01-27-13;14.8461;1.9929;4.6423
2014-01-27-14;15.7450;2.0621;4.5173
2014-01-27-15;16.1255;2.1080;4.5230
2014-01-27-16;16.1188;2.1012;4.5166
2014-01-27-17;15.7934;2.0525;4.4906
2014-01-27-18;15.8977;2.0084;4.4279
2014-01-27-19;16.2507;1.9956;4.3693
2014-01-27-20;16.5271;2.0021;4.3380
2014-01-27-21;16.2836;1.9958;4.3584
2014-01-27-22;15.8357;1.9609;4.3820
2014-01-27-23;15.1331;1.9042;4.3984
2014-01-28-00;14.7877;1.8641;4.3793
2014-01-28-01;14.6778;1.8508;4.3710
2014-01-28-02;14.7527;1.8476;4.3559
2014-01-28-03;14.7095;1.8299;4.3288
2014-01-28-04;14.2658;1.7723;4.2959
2014-01-28-05;13.7583;1.6862;4.2358
2014-01-28-06;13.8401;1.6121;4.1225
2014-01-28-07;14.3883;1.5827;3.9902
2014-01-28-08;15.5064;1.6213;3.8980
2014-01-28-09;16.8915;1.7387;3.9122
2014-01-28-10;17.4661;1.8817;4.0709
2014-01-28-11;17.6104;1.9752;4.1859
2014-01-28-12;17.2932;2.0030;4.2476
2014-01-28-13;17.2272;2.0108;4.2674
2014-01-28-14;17.7128;2.0512;4.2937
2014-01-28-15;17.9592;2.1080;4.3427
2014-01-28-16;18.0560;2.1636;4.4004
2014-01-28-17;18.4425;2.2317;4.4474
2014-01-28-18;18.5259;2.2716;4.4831
2014-01-28-19;17.7694;2.2278;4.5083
2014-01-28-20;17.1372;2.1504;4.4946
2014-01-28-21;17.0825;2.1107;4.4640
2014-01-28-22;17.1474;2.1103;4.4526
2014-01-28-23;16.7621;2.0920;4.4641
2014-01-29-00;16.1141;2.0258;4.4539
2014-01-29-01;15.3873;1.9247;4.4081
2014-01-29-02;14.8111;1.8229;4.3128
2014-01-29-03;14.3804;1.7388;4.2461
2014-01-29-04;14.2741;1.6850;4.1881
2014-01-29-05;14.3226;1.6584;4.1439
2014-01-29-06;14.5535;1.6586;4.1173
2014-01-29-07;15.0293;1.6982;4.1152
2014-01-29-08;15.1595;1.7429;4.1504
2014-01-29-09;14.9694;1.7581;4.1924
2014-01-29-10;14.6968;1.7481;4.2178
2014-01-29-11;14.2428;1.7135;4.2273
2014-01-29-12;13.6524;1.6518;4.2121
2014-01-29-13;13.1035;1.5745;4.1665
2014-01-29-14;12.8233;1.5042;4.0980
2014-01-29-15;12.8382;1.4577;4.0266
2014-01-29-16;13.0374;1.4396;3.9712
2014-01-29-17;13.1981;1.4413;3.9444
2014-01-29-18;13.0338;1.4339;3.9360
2014-01-29-19;12.6415;1.4018;3.8998
2014-01-29-20;12.1147;1.3482;3.8721
2014-01-29-21;11.5147;1.2842;3.8364
2014-01-29-22;10.9727;1.2185;3.7905
2014-01-29-23;11.0635;1.1747;3.7060
2014-01-30-00;11.5226;1.1660;3.6171
2014-01-30-01;12.0668;1.1870;3.5753
2014-01-30-02;12.6024;1.2311;3.5781
2014-01-30-03;12.9370;1.2834;3.6182
2014-01-30-04;13.1275;1.3261;3.6929
2014-01-30-05;13.6349;1.3777;3.7303
2014-01-30-06;14.1618;1.4496;3.7806
2014-01-30-07;14.3068;1.5153;3.8621
2014-01-30-08;14.3220;1.5527;3.9500
2014-01-30-09;14.2805;1.5661;3.9916
2014-01-30-10;14.1610;1.5640;4.0022
2014-01-30-11;13.8225;1.5388;4.0033
2014-01-30-12;13.3584;1.4950;3.9922
2014-01-30-13;13.1019;1.4476;3.9558
2014-01-30-14;12.8900;1.4032;3.8798
2014-01-30-15;12.4913;1.3528;3.8344
2014-01-30-16;12.2117;1.3045;3.7876
2014-01-30-17;12.2909;1.2751;3.7373
2014-01-30-18;12.4784;1.2650;3.6988
2014-01-30-19;12.5244;1.2596;3.6766
2014-01-30-20;12.2100;1.2414;3.6718
2014-01-30-21;12.0069;1.2171;3.6327
2014-01-30-22;11.9572;1.1939;3.5968
2014-01-30-23;11.2759;1.1512;3.5864
2014-01-31-00;10.5791;1.0913;3.5520
2014-01-31-01;10.5784;1.0446;3.4752
2014-01-31-02;10.2535;1.0073;3.4247
2014-01-31-03;9.5042;0.9629;3.4089
2014-01-31-04;8.8551;0.9136;3.3980
2014-01-31-05;8.7139;0.8714;3.3437
2014-01-31-06;9.3147;0.8513;3.2272
2014-01-31-07;9.1904;0.8325;3.1636
2014-01-31-08;8.4118;0.7923;3.1426
2014-01-31-09;7.4918;0.7383;3.1379
2014-01-31-10;6.7865;0.6831;3.1124
2014-01-31-11;6.9986;0.6426;3.0074
2014-01-31-12;7.0798;0.6135;2.8940
2014-01-31-13;7.1208;0.5880;2.7851
2014-01-31-14;7.4278;0.5696;2.6792
2014-01-31-15;7.8246;0.5614;2.5842
2014-01-31-16;8.5355;0.5706;2.5077
2014-01-31-17;9.4413;0.6033;2.5003
2014-01-31-18;10.4507;0.6651;2.5381
2014-01-31-19;11.6065;0.7611;2.6678
2014-01-31-20;12.8206;0.8912;2.8462
2014-01-31-21;13.7541;1.0443;3.0671
2014-01-31-22;14.8070;1.2107;3.2755
2014-01-31-23;16.0949;1.3950;3.4505
2014-02-01-00;17.6577;1.6245;3.6641
2014-02-01-01;18.4152;1.8471;3.8847
2014-02-01-02;18.7611;2.0104;4.1002
2014-02-01-03;19.1756;2.1377;4.2174
2014-02-01-04;19.9640;2.2760;4.2980
2014-02-01-05;20.6992;2.4149;4.4258
2014-02-01-06;20.7786;2.5188;4.5325
2014-02-01-07;21.0113;2.5998;4.6011
2014-02-01-08;19.9742;2.5947;4.6900
2014-02-01-09;19.4082;2.5264;4.6869
2014-02-01-10;18.4653;2.4432;4.6984
2014-02-01-11;17.5836;2.3585;4.7120
2014-02-01-12;16.5467;2.2398;4.7007
2014-02-01-13;14.1881;2.0042;4.6688
2014-02-01-14;12.9613;1.8091;4.6046
2014-02-01-15;12.7532;1.8084;4.6641
2014-02-01-16;12.7172;1.8644;4.7694
2014-02-01-17;12.1117;1.8377;4.8047
2014-02-01-18;12.9440;1.7531;4.6211
2014-02-01-19;15.2722;1.7591;4.1375
2014-02-01-20;16.5446;1.8458;4.0682
2014-02-01-21;17.5835;2.0003;4.1712
2014-02-01-22;18.0041;2.1709;4.3724
2014-02-01-23;17.8459;2.2902;4.5394
2014-02-02-00;17.6353;2.3499;4.6408
2014-02-02-01;17.6070;2.3832;4.6863
2014-02-02-02;17.9673;2.4454;4.7348
2014-02-02-03;17.9701;2.5154;4.8277
2014-02-02-04;17.9485;2.5751;4.9088
2014-02-02-05;17.9172;2.6477;5.0122
2014-02-02-06;17.6466;2.7405;5.1680
2014-02-02-07;17.0366;2.7860;5.3235
2014-02-02-08;16.5387;2.7262;5.3427
2014-02-02-09;15.8418;2.5976;5.2781
2014-02-02-10;15.7941;2.4982;5.1725
2014-02-02-11;15.3858;2.4291;5.1230
2014-02-02-12;14.8053;2.3732;5.1229
2014-02-02-13;14.4157;2.3256;5.1431
2014-02-02-14;14.4241;2.2800;5.0968
2014-02-02-15;14.1166;2.2146;5.0243
2014-02-02-16;14.0769;2.1413;4.9228
2014-02-02-17;14.4520;2.0985;4.7727
2014-02-02-18;14.6129;2.0702;4.6795
2014-02-02-19;14.3016;2.0146;4.6338
2014-02-02-20;13.8945;1.9326;4.5789
2014-02-02-21;13.5618;1.8467;4.5042
2014-02-02-22;13.2738;1.7649;4.4215
2014-02-02-23;13.2119;1.6943;4.3213
2014-02-03-00;13.2083;1.6373;4.2070
2014-02-03-01;13.0679;1.5845;4.1200
2014-02-03-02;12.4643;1.5163;4.0853
2014-02-03-03;11.5118;1.4245;4.0699
2014-02-03-04;10.7553;1.3265;4.0234
2014-02-03-05;10.3160;1.2404;3.9201
2014-02-03-06;9.8731;1.1660;3.8328
2014-02-03-07;10.5616;1.1271;3.6414
2014-02-03-08;10.7525;1.1092;3.5290
2014-02-03-09;9.8928;1.0573;3.5254
2014-02-03-10;10.2306;1.0137;3.4273
2014-02-03-11;10.9323;1.0125;3.3098
2014-02-03-12;11.6412;1.0457;3.2779
2014-02-03-13;13.2025;1.1399;3.3052
2014-02-03-14;13.4992;1.2370;3.4567
2014-02-03-15;13.9089;1.3164;3.5589
2014-02-03-16;13.7528;1.3621;3.6845
2014-02-03-17;13.7589;1.3953;3.7469
2014-02-03-18;14.1670;1.4555;3.7919
2014-02-03-19;14.7609;1.5477;3.8988
2014-02-03-20;14.9825;1.6178;3.9903
2014-02-03-21;14.6474;1.6336;4.0421
2014-02-03-22;14.1689;1.5927;4.0165
2014-02-03-23;13.5283;1.5034;3.9340
2014-02-04-00;12.8940;1.4097;3.8474
2014-02-04-01;12.3983;1.3205;3.7682
2014-02-04-02;12.1648;1.2380;3.6569
2014-02-04-03;12.0402;1.1677;3.5198
2014-02-04-04;11.7655;1.1020;3.4183
2014-02-04-05;11.2681;1.0298;3.3356
2014-02-04-06;10.5309;0.9480;3.2535
2014-02-04-07;9.7311;0.8650;3.1681
2014-02-04-08;9.6954;0.8100;3.0522
2014-02-04-09;10.5507;0.8127;2.9573
2014-02-04-10;11.4720;0.8649;2.9444
2014-02-04-11;12.0906;0.9342;3.0250
2014-02-04-12;12.6826;1.0139;3.1275
2014-02-04-13;12.7629;1.0908;3.2576
2014-02-04-14;12.6301;1.1609;3.4456
2014-02-04-15;12.1585;1.2326;3.6362
2014-02-04-16;11.4604;1.2720;3.8060
2014-02-04-17;10.4002;1.2452;3.9115
2014-02-04-18;9.6778;1.1738;3.8872
2014-02-04-19;10.0970;1.1056;3.6853
2014-02-04-20;11.4373;1.0871;3.4099
2014-02-04-21;12.4936;1.1144;3.3118
2014-02-04-22;13.1254;1.1527;3.3188
2014-02-04-23;13.6177;1.2004;3.3500
2014-02-05-00;13.9579;1.2456;3.4316
2014-02-05-01;14.0500;1.2848;3.4877
2014-02-05-02;14.5087;1.3323;3.5176
2014-02-05-03;14.4551;1.3684;3.5697
2014-02-05-04;14.9702;1.4098;3.6004
2014-02-05-05;16.2685;1.5120;3.6453
2014-02-05-06;17.5484;1.6791;3.7533
2014-02-05-07;18.2921;1.8628;3.9584
2014-02-05-08;18.2204;1.9702;4.1061
2014-02-05-09;17.4346;1.9536;4.1675
2014-02-05-10;16.8850;1.8824;4.1416
2014-02-05-11;17.0299;1.8491;4.0860
2014-02-05-12;16.9982;1.8465;4.0776
2014-02-05-13;16.2614;1.8292;4.1271
2014-02-05-14;15.7026;1.7985;4.1577
2014-02-05-15;16.5641;1.8294;4.1190
2014-02-05-16;16.0992;1.8368;4.1579
2014-02-05-17;14.3479;1.7066;4.1752
2014-02-05-18;13.7798;1.5804;4.0653
2014-02-05-19;14.8880;1.6004;3.9502
2014-02-05-20;16.4636;1.7483;3.9507
2014-02-05-21;17.4903;1.9099;4.0548
2014-02-05-22;18.3572;2.0772;4.2310
2014-02-05-23;18.0858;2.2500;4.4632
2014-02-06-00;20.7032;2.5949;4.6361
2014-02-06-01;21.7765;3.1186;5.0923
2014-02-06-02;20.5992;3.4236;5.5790
2014-02-06-03;18.3081;3.3573;5.8411
2014-02-06-04;18.1953;3.3125;5.9237
2014-02-06-05;18.6517;3.3199;5.8682
2014-02-06-06;18.8709;3.3260;5.8036
2014-02-06-07;17.7075;3.2609;5.8603
2014-02-06-08;18.6086;3.2290;5.7633
2014-02-06-09;19.7913;3.2621;5.5670
2014-02-06-10;19.8926;3.1984;5.4437
2014-02-06-11;19.3278;3.0951;5.3946
2014-02-06-12;17.9762;2.9851;5.4514
2014-02-06-13;16.6521;2.8864;5.5531
2014-02-06-14;14.6379;2.7440;5.6752
2014-02-06-15;14.0776;2.5726;5.6374
2014-02-06-16;12.1672;2.3448;5.5799
2014-02-06-17;12.4947;2.1235;5.3290
2014-02-06-18;12.8145;1.9569;4.8884
2014-02-06-19;12.9091;1.8382;4.5419
2014-02-06-20;12.6144;1.7198;4.3796
2014-02-06-21;13.8621;1.6596;4.1039
2014-02-06-22;15.2764;1.6859;3.9667
2014-02-06-23;15.9864;1.7467;3.9979
2014-02-07-00;16.2011;1.8249;4.0773
2014-02-07-01;15.8051;1.8271;4.1814
2014-02-07-02;15.1305;1.7611;4.1820
2014-02-07-03;15.0549;1.6999;4.1109
2014-02-07-04;15.3078;1.6859;4.0284
2014-02-07-05;15.8029;1.7043;3.9890
2014-02-07-06;16.4462;1.7514;4.0148
2014-02-07-07;16.7826;1.8186;4.0773
2014-02-07-08;16.2647;1.8749;4.2039
2014-02-07-09;17.3069;2.0092;4.2804
2014-02-07-10;17.7305;2.1970;4.4794
2014-02-07-11;18.2769;2.3594;4.6194
2014-02-07-12;18.4233;2.4764;4.7478
2014-02-07-13;16.1161;2.4087;4.9767
2014-02-07-14;21.4838;2.2690;4.9619
2014-02-07-15;22.2239;2.6724;4.6292
2014-02-07-16;21.4927;3.1797;5.2050
2014-02-07-17;20.5962;3.5943;5.8361
2014-02-07-18;20.2383;3.9210;6.3490
2014-02-07-19;18.8856;3.8929;6.5642
2014-02-07-20;17.5597;3.6376;6.5151
2014-02-07-21;16.0382;3.3024;6.3506
2014-02-07-22;14.8517;2.9596;6.0994
2014-02-07-23;14.6996;2.6839;5.7782
2014-02-08-00;14.1290;2.4683;5.5057
2014-02-08-01;12.8742;2.2479;5.3762
2014-02-08-02;14.7858;2.1029;4.9270
2014-02-08-03;16.0175;2.0740;4.4515
2014-02-08-04;17.0421;2.0610;4.2887
2014-02-08-05;18.8571;2.1234;4.1985
2014-02-08-06;20.6181;2.2828;4.2470
2014-02-08-07;20.6854;2.4190;4.3880
2014-02-08-08;21.3518;2.5355;4.5011
2014-02-08-09;23.1153;2.7668;4.5841
2014-02-08-10;22.8458;2.9309;4.7927
2014-02-08-11;21.5277;2.9058;4.9027
2014-02-08-12;19.8443;2.7961;4.9686
2014-02-08-13;20.4468;2.8498;4.9866
2014-02-08-14;19.5593;2.9532;5.1769
2014-02-08-15;18.9627;2.9205;5.2187
2014-02-08-16;18.9991;2.8443;5.1285
2014-02-08-17;19.6118;2.7776;4.9491
2014-02-08-18;18.8998;2.6894;4.9177
2014-02-08-19;17.7783;2.6261;4.9972
2014-02-08-20;18.6367;2.7693;5.0877
2014-02-08-21;18.8793;2.9146;5.2058
2014-02-08-22;20.0899;2.9708;5.1103
2014-02-08-23;22.3976;3.1910;5.0972
2014-02-09-00;21.3000;3.4121;5.4465
2014-02-09-01;20.8077;3.5255;5.6781
2014-02-09-02;21.1325;3.6123;5.7323
2014-02-09-03;20.3797;3.5929;5.8043
2014-02-09-04;20.0610;3.4954;5.7701
2014-02-09-05;20.3455;3.4951;5.7396
2014-02-09-06;21.3117;3.6979;5.8224
2014-02-09-07;22.4066;3.9567;5.9357
2014-02-09-08;23.1891;4.0899;5.9608
2014-02-09-09;23.4320;4.0995;5.9509
2014-02-09-10;22.1765;3.9633;5.9470
2014-02-09-11;22.2157;3.8580;5.8481
2014-02-09-12;23.9150;3.9891;5.7502
2014-02-09-13;24.0823;4.1896;5.9211
2014-02-09-14;23.0247;4.2623;6.1389
2014-02-09-15;23.4491;4.3180;6.2159
2014-02-09-16;23.6991;4.3479;6.2027
2014-02-09-17;22.3702;4.0631;6.0535
2014-02-09-18;19.7372;3.5521;5.8419
2014-02-09-19;15.6929;2.9800;5.7017
2014-02-09-20;15.8458;2.6725;5.6169
2014-02-09-21;16.9227;2.7616;5.5644
2014-02-09-22;17.6167;2.9837;5.6627
2014-02-09-23;18.9117;3.2746;5.8167
2014-02-10-00;19.2778;3.4927;5.9709
2014-02-10-01;18.3787;3.4746;6.0684
2014-02-10-02;17.6000;3.2870;6.0129
2014-02-10-03;18.4303;3.1390;5.7412
2014-02-10-04;18.4617;3.0521;5.5000
2014-02-10-05;18.1688;2.9531;5.3767
2014-02-10-06;16.8416;2.8050;5.3782
2014-02-10-07;15.7384;2.6366;5.3676
2014-02-10-08;15.2264;2.5101;5.3037
2014-02-10-09;14.1916;2.3770;5.2642
2014-02-10-10;13.2283;2.2175;5.2052
2014-02-10-11;12.6636;2.0635;5.0844
2014-02-10-12;12.2742;1.9341;4.9425
2014-02-10-13;11.4240;1.8147;4.8514
2014-02-10-14;10.1827;1.6912;4.8484
2014-02-10-15;9.3708;1.5781;4.8336
2014-02-10-16;9.0016;1.4837;4.7670
2014-02-10-17;8.2217;1.3971;4.7285
2014-02-10-18;6.3924;1.3053;4.8758
2014-02-10-19;4.7594;1.2212;5.1212
2014-02-10-20;5.0187;1.1533;5.1893
2014-02-10-21;6.1585;1.0992;4.9694
2014-02-10-22;6.7445;1.0580;4.5426
2014-02-10-23;7.2177;1.0271;4.1811
2014-02-11-00;7.5313;1.0021;3.9339
2014-02-11-01;7.8184;0.9851;3.7904
2014-02-11-02;8.4527;0.9931;3.6696
2014-02-11-03;9.2990;1.0410;3.6073
2014-02-11-04;9.8862;1.1163;3.6726
2014-02-11-05;9.1863;1.1668;3.9115
2014-02-11-06;8.3135;1.1846;4.1846
2014-02-11-07;8.1610;1.2012;4.3192
2014-02-11-08;8.7449;1.2394;4.3241
2014-02-11-09;8.4682;1.2742;4.4002
2014-02-11-10;8.5940;1.2985;4.4527
2014-02-11-11;9.6211;1.3389;4.2754
2014-02-11-12;10.2439;1.3812;4.1491
2014-02-11-13;11.7946;1.4418;3.9736
2014-02-11-14;12.8368;1.5146;3.9448
2014-02-11-15;13.3517;1.5632;3.9581
2014-02-11-16;14.7375;1.6204;3.8831
2014-02-11-17;17.3063;1.7510;3.8206
2014-02-11-18;19.8297;1.9811;3.9123
2014-02-11-19;22.5340;2.3609;4.1619
2014-02-11-20;23.7129;2.7559;4.5067
2014-02-11-21;21.5204;3.0189;5.0009
2014-02-11-22;21.4318;3.2038;5.7196
2014-02-11-23;18.5453;3.2620;6.0252
2014-02-12-00;17.3565;3.0915;5.8259
2014-02-12-01;16.0060;2.8155;5.6073
2014-02-12-02;15.3301;2.5882;5.4383
2014-02-12-03;15.6724;2.4821;5.2877
2014-02-12-04;17.1644;2.5714;5.2195
2014-02-12-05;16.2760;2.6559;5.3469
2014-02-12-06;15.8414;2.6899;5.4854
2014-02-12-07;15.9631;2.6904;5.5135
2014-02-12-08;15.4971;2.6371;5.4858
2014-02-12-09;15.7417;2.6347;5.4688
2014-02-12-10;15.6662;2.7188;5.5711
2014-02-12-11;15.1472;2.7677;5.7393
2014-02-12-12;12.7656;2.6442;5.8540
2014-02-12-13;12.4452;2.4681;5.8228
2014-02-12-14;11.8999;2.2940;5.7036
2014-02-12-15;12.5871;2.1284;5.4135
2014-02-12-16;14.8119;2.0540;4.6426
2014-02-12-17;16.3686;2.0349;4.3189
2014-02-12-18;17.6272;2.0501;4.1934
2014-02-12-19;18.7278;2.1295;4.2105
2014-02-12-20;19.6062;2.2413;4.2973
2014-02-12-21;20.7298;2.3733;4.3448
2014-02-12-22;22.0667;2.5465;4.4461
2014-02-12-23;24.3238;2.8149;4.5301
2014-02-13-00;24.0079;2.9772;4.7357
2014-02-13-01;25.0999;3.1683;4.8316
2014-02-13-02;25.5357;3.4825;5.1008
2014-02-13-03;19.0404;3.6985;5.7831
2014-02-13-04;15.7376;3.3213;6.1989
2014-02-13-05;16.2903;2.9269;5.8893
2014-02-13-06;16.4216;2.6304;5.3565
2014-02-13-07;16.9942;2.4641;4.9703
2014-02-13-08;17.2208;2.4071;4.8481
2014-02-13-09;16.1656;2.3795;4.9418
2014-02-13-10;16.7751;2.5162;5.1195
2014-02-13-11;15.7483;2.6551;5.4231
2014-02-13-12;15.3994;2.6963;5.5757
2014-02-13-13;16.4422;2.7311;5.4797
2014-02-13-14;15.8739;2.7395;5.5130
2014-02-13-15;15.4439;2.7260;5.5904
2014-02-13-16;14.2212;2.6685;5.6965
2014-02-13-17;12.9187;2.5579;5.7784
2014-02-13-18;12.3872;2.4326;5.7775
2014-02-13-19;12.4328;2.3134;5.6370
2014-02-13-20;12.2810;2.2075;5.4420
2014-02-13-21;11.8690;2.1100;5.2988
2014-02-13-22;11.5383;2.0204;5.2071
2014-02-13-23;11.4694;1.9450;5.0778
2014-02-14-00;11.6691;1.8884;4.9247
2014-02-14-01;11.3777;1.8333;4.8380
2014-02-14-02;11.5256;1.7801;4.7447
2014-02-14-03;11.1383;1.7216;4.7057
2014-02-14-04;11.9376;1.6939;4.5928
2014-02-14-05;12.4863;1.7273;4.5076
2014-02-14-06;12.0553;1.7688;4.6020
2014-02-14-07;13.1732;1.8462;4.6649
2014-02-14-08;12.4754;1.8928;4.7815
2014-02-14-09;11.8949;1.8770;4.8506
2014-02-14-10;11.0560;1.8147;4.8904
2014-02-14-11;11.2720;1.7458;4.8003
2014-02-14-12;12.6349;1.7129;4.5263
2014-02-14-13;14.0809;1.7387;4.2701
2014-02-14-14;13.0580;1.7076;4.2878
2014-02-14-15;12.2200;1.6232;4.3191
2014-02-14-16;13.2918;1.5795;4.1541
2014-02-14-17;15.7071;1.6456;3.8728
2014-02-14-18;18.6544;1.8408;3.8403
2014-02-14-19;20.2824;2.0668;3.9902
2014-02-14-20;21.9082;2.3259;4.1784
2014-02-14-21;23.7001;2.6347;4.3916
2014-02-14-22;24.7080;2.9350;4.6044
2014-02-14-23;25.0472;3.1575;4.8225
2014-02-15-00;24.0739;3.2015;4.9516
2014-02-15-01;21.5913;3.0027;4.9988
2014-02-15-02;19.0676;2.6434;4.9011
2014-02-15-03;20.9368;2.5408;4.5925
2014-02-15-04;23.0451;3.0671;4.9309
2014-02-15-05;24.7938;4.4220;6.0822
2014-02-15-06;25.5004;5.0848;6.7113
2014-02-15-07;25.8766;5.0856;6.6786
2014-02-15-08;25.9868;5.0508;6.5995
2014-02-15-09;26.5064;5.0937;6.5634
2014-02-15-10;27.0869;5.2688;6.6405
2014-02-15-11;26.6141;5.3761;6.8054
2014-02-15-12;27.0686;5.4415;6.8650
2014-02-15-13;26.7292;5.4484;6.9037
2014-02-15-14;25.7798;5.2904;6.8902
2014-02-15-15;23.7797;5.0035;6.8897
2014-02-15-16;24.9433;5.0408;6.8554
2014-02-15-17;25.3321;5.2253;6.9179
2014-02-15-18;23.8604;5.1393;7.0348
2014-02-15-19;23.0278;5.0463;7.1624
2014-02-15-20;23.0672;5.0795;7.2958
2014-02-15-21;23.3739;5.1333;7.3291
2014-02-15-22;22.9719;5.0513;7.2585
2014-02-15-23;21.9185;4.8271;7.1774
2014-02-16-00;20.6400;4.5255;7.0778
2014-02-16-01;20.1321;4.2944;6.9581
2014-02-16-02;18.2838;3.9898;6.8163
2014-02-16-03;17.5789;3.6762;6.6124
2014-02-16-04;16.6674;3.4615;6.4815
2014-02-16-05;16.5808;3.3044;6.3031
2014-02-16-06;17.2761;3.2409;6.1147
2014-02-16-07;17.6360;3.2642;6.0283
2014-02-16-08;15.7828;3.1726;6.1117
2014-02-16-09;13.8153;2.9306;6.1405
2014-02-16-10;13.8725;2.7425;6.0425
2014-02-16-11;14.1487;2.6742;5.9280
2014-02-16-12;13.9660;2.6369;5.8833
2014-02-16-13;13.9333;2.5989;5.8112
2014-02-16-14;13.9613;2.5539;5.7407
2014-02-16-15;13.9047;2.5007;5.6581
2014-02-16-16;13.6958;2.4392;5.5503
2014-02-16-17;13.6277;2.3790;5.4669
2014-02-16-18;13.7799;2.3378;5.3795
2014-02-16-19;14.7333;2.3546;5.2219
2014-02-16-20;15.1402;2.4051;5.1550
2014-02-16-21;14.7911;2.4301;5.2394
2014-02-16-22;13.1018;2.3553;5.3722
2014-02-16-23;11.5863;2.2060;5.4316
2014-02-17-00;11.9308;2.1031;5.3531
2014-02-17-01;12.0483;2.0582;5.2606
2014-02-17-02;10.9774;1.9984;5.2575
2014-02-17-03;8.8588;1.8991;5.4014
2014-02-17-04;8.8692;1.8180;5.4528
2014-02-17-05;9.9798;1.7817;5.2761
2014-02-17-06;9.8122;1.7530;5.1490
2014-02-17-07;9.9395;1.7197;5.0647
2014-02-17-08;10.0905;1.6951;4.9610
2014-02-17-09;10.2455;1.6771;4.8730
2014-02-17-10;10.4490;1.6636;4.7937
2014-02-17-11;10.5856;1.6505;4.7266
2014-02-17-12;10.5844;1.6322;4.6916
2014-02-17-13;10.3452;1.6029;4.6553
2014-02-17-14;10.1163;1.5686;4.6340
2014-02-17-15;9.8460;1.5372;4.6256
2014-02-17-16;9.4410;1.5097;4.6489
2014-02-17-17;9.0136;1.4840;4.6966
2014-02-17-18;9.2160;1.4673;4.6713
2014-02-17-19;10.4267;1.4779;4.4685
2014-02-17-20;11.7339;1.5266;4.2153
2014-02-17-21;12.3833;1.5782;4.1489
2014-02-17-22;12.4976;1.6046;4.1984
2014-02-17-23;12.6803;1.6202;4.2096
2014-02-18-00;13.0206;1.6417;4.2003
